"audience","source_file","component_symbols","route_paths","route_status","navigation_placement","surface_classification","visible_technical_indicators","notes"
"client_or_passenger_portal","frontend/src/pages/portal/PortalDocumentDetailPage.jsx","PortalDocumentDetailPage","dynamic route in frontend/src/routes/RoutedApplication.jsx","dynamic","contextual","contextual_detail","none","Canonical or contextual product surface."
"client_or_passenger_portal","frontend/src/pages/portal/PortalDocumentsPage.jsx","PortalDocumentsPage","/portal/documents","exact","primary","task_surface","none","Canonical or contextual product surface."
"client_or_passenger_portal","frontend/src/pages/portal/PortalEmdDetailPage.jsx","PortalEmdDetailPage","dynamic route in frontend/src/routes/RoutedApplication.jsx","dynamic","contextual","contextual_detail","none","Canonical or contextual product surface."
"client_or_passenger_portal","frontend/src/pages/portal/PortalEmdsPage.jsx","PortalEmdsPage","/portal/emds","exact","contextual","contextual_detail","none","Canonical or contextual product surface."
"client_or_passenger_portal","frontend/src/pages/portal/PortalFinancePage.jsx","PortalFinancePage","/portal/finance","exact","primary","task_surface","none","Canonical or contextual product surface."
"client_or_passenger_portal","frontend/src/pages/portal/PortalInvoiceDetailPage.jsx","PortalInvoiceDetailPage","dynamic route in frontend/src/routes/RoutedApplication.jsx","dynamic","contextual","contextual_detail","none","Canonical or contextual product surface."
"client_or_passenger_portal","frontend/src/pages/portal/PortalInvoicesPage.jsx","PortalInvoicesPage","/portal/invoices","exact","contextual","contextual_detail","none","Canonical or contextual product surface."
"client_or_passenger_portal","frontend/src/pages/portal/PortalNotificationsPage.jsx","PortalNotificationsPage","/portal/notifications","exact","primary","task_surface","none","Canonical or contextual product surface."
"client_or_passenger_portal","frontend/src/pages/portal/PortalOfferDeliveriesPage.jsx","PortalOfferDeliveriesPage","/portal/offers | /portal/travel-options","exact","primary","task_surface","none","Compatibility aliases share this page component."
"client_or_passenger_portal","frontend/src/pages/portal/PortalOfferDeliveryDetailPage.jsx","PortalOfferDeliveryDetailPage","dynamic route in frontend/src/routes/RoutedApplication.jsx","dynamic","contextual","contextual_detail","none","Canonical or contextual product surface."
"client_or_passenger_portal","frontend/src/pages/portal/PortalOfferDetailPage.jsx","PortalOfferDetailPage","dynamic route in frontend/src/routes/RoutedApplication.jsx","dynamic","contextual","contextual_detail","none","Canonical or contextual product surface."
"client_or_passenger_portal","frontend/src/pages/portal/PortalOffersPage.jsx","PortalOffersPage","none found","orphan","orphan","orphan_or_unused","none","No route-registry reference found; review before removal."
"client_or_passenger_portal","frontend/src/pages/portal/PortalPassengerDetailPage.jsx","PortalPassengerDetailPage","dynamic route in frontend/src/routes/RoutedApplication.jsx","dynamic","contextual","contextual_detail","none","Canonical or contextual product surface."
"client_or_passenger_portal","frontend/src/pages/portal/PortalPassengersPage.jsx","PortalPassengersPage","/portal/passengers","exact","contextual","contextual_detail","none","Canonical or contextual product surface."
"client_or_passenger_portal","frontend/src/pages/portal/PortalPaymentsPage.jsx","PortalPaymentsPage","/portal/payments","exact","contextual","contextual_detail","none","Canonical or contextual product surface."
"client_or_passenger_portal","frontend/src/pages/portal/PortalProfilePage.jsx","PortalProfilePage","/portal/profile","exact","primary","task_surface","none","Canonical or contextual product surface."
"client_or_passenger_portal","frontend/src/pages/portal/PortalRefundExchangeCaseDetailPage.jsx","PortalRefundExchangeCaseDetailPage","dynamic route in frontend/src/routes/RoutedApplication.jsx","dynamic","contextual","contextual_detail","none","Canonical or contextual product surface."
"client_or_passenger_portal","frontend/src/pages/portal/PortalRefundExchangeCasesPage.jsx","PortalRefundExchangeCasesPage","/portal/refunds-exchanges","exact_and_dynamic","contextual","contextual_detail","none","Canonical or contextual product surface."
"client_or_passenger_portal","frontend/src/pages/portal/PortalRequestCreatePage.jsx","PortalRequestCreatePage","/portal/requests/new","exact_and_dynamic","contextual","contextual_detail","none","Canonical or contextual product surface."
"client_or_passenger_portal","frontend/src/pages/portal/PortalRequestDetailPage.jsx","PortalRequestDetailPage","dynamic route in frontend/src/routes/RoutedApplication.jsx","dynamic","contextual","contextual_detail","none","Canonical or contextual product surface."
"client_or_passenger_portal","frontend/src/pages/portal/PortalRequestsPage.jsx","PortalRequestsPage","/portal/requests","exact","primary","task_surface","none","Canonical or contextual product surface."
"client_or_passenger_portal","frontend/src/pages/portal/PortalTicketDetailPage.jsx","PortalTicketDetailPage","dynamic route in frontend/src/routes/RoutedApplication.jsx","dynamic","contextual","contextual_detail","none","Canonical or contextual product surface."
"client_or_passenger_portal","frontend/src/pages/portal/PortalTicketsPage.jsx","PortalTicketsPage","/portal/tickets","exact","primary","task_surface","none","Canonical or contextual product surface."
"client_or_passenger_portal","frontend/src/pages/portal/PortalTimelinePage.jsx","PortalTimelinePage","/portal/timeline","exact","primary","task_surface","none","Canonical or contextual product surface."
"client_or_passenger_portal","frontend/src/pages/portal/PortalTripDetailPage.jsx","PortalTripDetailPage","dynamic route in frontend/src/routes/RoutedApplication.jsx","dynamic","contextual","contextual_detail","none","Canonical or contextual product surface."
"client_or_passenger_portal","frontend/src/pages/portal/PortalTripsPage.jsx","PortalTripsPage","/portal/trips","exact","primary","task_surface","none","Canonical or contextual product surface."
"public","frontend/src/pages/public/HomePage.jsx","HomePage","/","exact","contextual","foundation_or_metadata","foundation","Canonical or contextual product surface."
"public","frontend/src/pages/public/PublicAgencyWebsitePage.jsx","PublicAgencyWebsitePage","dynamic route in frontend/src/routes/RoutedApplication.jsx","dynamic","contextual","contextual_detail","none","Canonical or contextual product surface."
